0 0.5 0.5 0.5 0.5 0.5 
0.0099999998 0.37445745 0.35966668 0.50841057 0.68528521 0.72928649 
0.02 0.29936141 0.27295506 0.50770378 0.79232717 0.87070376 
0.029999999 0.25489119 0.21885207 0.50149786 0.85166848 0.95832396 
0.039999999 0.2290201 0.1846081 0.49199358 0.88185054 1.0128167 
0.050000001 0.2144506 0.16248766 0.48053125 0.89413303 1.0467203 
0.059999999 0.2067546 0.14779758 0.46792942 0.89535761 1.0676403 
0.07 0.20324518 0.13769075 0.45468977 0.88968557 1.0801911 
0.079999998 0.20229186 0.13044004 0.44112179 0.87965214 1.0871726 
0.090000004 0.20290521 0.12499799 0.4274182 0.86680615 1.0902855 
0.1 0.20448473 0.12072939 0.41370088 0.85209823 1.0905644 
0.11 0.20666598 0.11724923 0.40004867 0.83611619 1.088641 
0.12 0.20922765 0.11432424 0.38651416 0.81922805 1.0849042 
0.13 0.21203539 0.11181322 0.37313402 0.80166864 1.0795959 
0.14 0.21500748 0.10963079 0.3599351 0.78359205 1.072871 
0.15000001 0.21809429 0.10772537 0.34693834 0.7651037 1.0648317 
0.16 0.22126552 0.10606594 0.33416089 0.7462796 1.0555503 
0.17 0.22450268 0.10463386 0.32161757 0.72717804 1.0450816 
0.18000001 0.22779441 0.10341799 0.30932164 0.70784664 1.0334709 
0.19 0.2311337 0.10241171 0.29728544 0.68832672 1.0207587 
0.2 0.23451613 0.10161111 0.28552049 0.66865581 1.0069841 
0.20999999 0.23793891 0.1010139 0.2740379 0.64886916 0.99218559 
0.22 0.24140021 0.10061872 0.2628482 0.62900072 0.97640276 
0.23 0.24489877 0.10042477 0.25196165 0.60908377 0.95967674 
0.23999999 0.24843368 0.10043155 0.24138819 0.58915097 0.94205022 
0.25 0.25200427 0.1006387 0.23113734 0.56923467 0.92356789 
0.25999999 0.25560999 0.10104592 0.22121839 0.54936713 0.90427619 
0.27000001 0.25925031 0.10165292 0.21164028 0.5295803 0.8842237 
0.28 0.26292482 0.10245937 0.20241165 0.50990599 0.8634606 
0.28999999 0.26663312 0.1034649 0.19354081 0.49037564 0.84203881 
0.30000001 0.2703748 0.10466909 0.18503575 0.47102064 0.82001203 
0.31 0.27414945 0.10607143 0.17690411 0.45187193 0.79743522 
0.31999999 0.27795672 0.10767135 0.16915324 0.43296015 0.77436495 
0.33000001 0.28179619 0.1094682 0.1617901 0.41431561 0.75085884 
0.34 0.28566751 0.11146127 0.15482132 0.39596811 0.72697568 
0.34999999 0.28957024 0.11364975 0.14825317 0.377947 0.70277506 
0.36000001 0.29350403 0.11603276 0.14209156 0.36028114 0.67831761 
0.37 0.29746845 0.11860936 0.13634203 0.34299877 0.65366441 
0.38 0.30146316 0.12137851 0.13100977 0.32612753 0.62887704 
0.38999999 0.30548769 0.1243391 0.12609956 0.30969447 0.60401756 
0.40000001 0.3095417 0.12748995 0.12161583 0.29372579 0.57914793 
0.41 0.31362474 0.1308298 0.11756262 0.27824712 0.55433053 
0.41999999 0.31773642 0.1343573 0.11394357 0.26328316 0.5296272 
0.43000001 0.32187632 0.13807108 0.11076193 0.24885787 0.50509977 
0.44 0.32604402 0.14196959 0.10802058 0.23499435 0.4808096 
0.44999999 0.33023915 0.14605133 0.10572197 0.22171475 0.4568173 
0.46000001 0.33446121 0.15031463 0.10386819 0.20904034 0.4331829 
0.47 0.33870986 0.1547578 0.10246088 0.19699137 0.40996543 
0.47999999 0.34298465 0.15937907 0.10150133 0.18558714 0.38722298 
0.49000001 0.34728509 0.16417657 0.1009904 0.17484586 0.36501232 
0.5 0.35161084 0.1691484 0.10092854 0.16478476 0.34338903 
0.50999999 0.35596141 0.17429256 0.1013158 0.1554199 0.32240716 
0.51999998 0.36033642 0.17960702 0.10215186 0.14676628 0.30211908 
0.52999997 0.36473536 0.1850896 0.10343594 0.13883772 0.28257558 
0.54000002 0.36915785 0.19073816 0.1051669 0.13164693 0.26382548 
0.55000001 0.3736034 0.19655041 0.10734317 0.12520541 0.24591561 
0.56 0.37807161 0.20252404 0.1099628 0.11952347 0.22889079 
0.56999999 0.38256198 0.20865665 0.11302342 0.11461017 0.21279354 
0.57999998 0.38707411 0.21494579 0.1165223 0.1104734 0.19766411 
0.58999997 0.39160755 0.22138895 0.12045628 0.10711977 0.1835403 
0.60000002 0.39616182 0.22798355 0.1248218 0.10455464 0.17045744 
0.61000001 0.40073648 0.23472695 0.12961496 0.10278212 0.15844819 
0.62 0.40533105 0.24161646 0.13483144 0.10180503 0.14754261 
0.63 0.4099451 0.24864931 0.14046653 0.10162496 0.13776793 
0.63999999 0.41457814 0.25582272 0.14651518 0.10224217 0.12914859 
0.64999998 0.41922975 0.26313376 0.15297192 0.1036557 0.12170613 
0.66000003 0.42389941 0.27057955 0.15983097 0.10586327 0.11545916 
0.67000002 0.42858669 0.27815711 0.16708614 0.10886135 0.11042329 
0.68000001 0.43329111 0.28586343 0.1747309 0.11264515 0.1066111 
0.69 0.43801218 0.29369536 0.18275836 0.11720861 0.10403214 
0.69999999 0.4427495 0.30164984 0.19116133 0.12254445 0.10269283 
0.70999998 0.44750249 0.30972362 0.19993222 0.12864409 0.10259653 
0.72000003 0.45227078 0.31791353 0.20906314 0.13549782 0.10374348 
0.73000002 0.45705381 0.32621628 0.21854588 0.14309464 0.10613081 
0.74000001 0.46185112 0.33462852 0.2283719 0.15142243 0.10975256 
0.75 0.46666229 0.34314689 0.23853236 0.16046783 0.11459967 
0.75999999 0.47148675 0.35176805 0.24901813 0.1702164 0.12066003 
0.76999998 0.47632408 0.36048844 0.25981975 0.18065253 0.1279185 
0.77999997 0.48117378 0.36930469 0.27092752 0.19175953 0.13635691 
0.79000002 0.48603538 0.37821317 0.28233141 0.20351961 0.14595419 
0.80000001 0.49090835 0.38721037 0.29402119 0.21591398 0.15668637 
0.81 0.49579224 0.39629269 0.30598634 0.22892281 0.16852657 
0.81999999 0.50068653 0.40545648 0.31821606 0.24252529 0.18144526 
0.82999998 0.5055908 0.41469812 0.33069938 0.25669965 0.19541009 
0.83999997 0.51050448 0.42401385 0.34342507 0.27142322 0.2103862 
0.85000002 0.51542711 0.43339998 0.35638162 0.28667244 0.22633614 
0.86000001 0.52035815 0.44285274 0.36955744 0.30242291 0.24322005 
0.87 0.52529722 0.45236835 0.38294065 0.31864944 0.26099572 
0.88 0.53024375 0.46194303 0.39651918 0.33532608 0.27961871 
0.88999999 0.53519726 0.47157291 0.41028085 0.35242614 0.29904249 
0.89999998 0.5401572 0.48125419 0.42421323 0.36992228 0.31921855 
0.91000003 0.54512316 0.49098292 0.43830383 0.38778648 0.34009635 
0.92000002 0.5500946 0.50075531 0.45253992 0.40599015 0.36162382 
0.93000001 0.55507106 0.51056737 0.46690872 0.42450422 0.3837471 
0.94 0.56005198 0.52041519 0.4813973 0.44329906 0.4064109 
0.94999999 0.56503689 0.53029484 0.4959926 0.46234456 0.42955855 
0.95999998 0.57002532 0.54020238 0.51068151 0.4816103 0.45313224 
0.97000003 0.57501674 0.55013388 0.52545083 0.50106543 0.47707301 
0.98000002 0.58001065 0.5600853 0.5402872 0.52067882 0.50132102 
0.99000001 0.58500659 0.57005262 0.55517733 0.54041916 0.52581573 
1 0.59000403 0.58003199 0.57010776 0.56025475 0.5504958 
1.01 0.59500241 0.59001935 0.58506513 0.58015394 0.57529962 
1.02 0.60000134 0.60001069 0.60003591 0.6000849 0.60016519 
1.03 0.60500026 0.61000198 0.61500669 0.62001574 0.62503034 
1.04 0.60999864 0.61998934 0.62996393 0.63991451 0.64983296 
1.05 0.61499608 0.62996864 0.64489424 0.65974945 0.67451096 
1.0599999 0.61999202 0.63993603 0.65978414 0.67948884 0.6990028 
1.0700001 0.62498593 0.64988738 0.67462027 0.69910103 0.72324711 
1.08 0.62997735 0.65981877 0.68938917 0.71855468 0.74718338 
1.09 0.63496578 0.66972625 0.70407766 0.73781866 0.77075183 
1.1 0.63995069 0.6796059 0.71867251 0.75686216 0.7938934 
1.11 0.64493161 0.68945366 0.73316056 0.77565473 0.81655043 
1.12 0.64990807 0.6992656 0.74752873 0.79416627 0.83866614 
1.13 0.65487951 0.7090379 0.76176417 0.8123672 0.86018533 
1.14 0.65984547 0.71876657 0.77585405 0.83022839 0.88105416 
1.15 0.66480541 0.72844774 0.78978562 0.84772122 0.9012205 
1.16 0.66975892 0.73807746 0.80354643 0.8648178 0.92063397 
1.17 0.67470545 0.74765205 0.81712407 0.88149071 0.93924606 
1.1799999 0.67964447 0.75716752 0.83050627 0.8977133 0.95701015 
1.1900001 0.68457556 0.76662016 0.8436811 0.9134596 0.9738819 
1.2 0.68949819 0.7760061 0.85663658 0.92870444 0.98981917 
